"allele"	"logit_of_percentage"	"estimated_transmission_percentage"	"lower_confidence_interval"	"upper_confidence_interval"	"raw_p_value"	"adj_p_value"
"R61C12"	-0.0985252190519688	0.475388601036269	0.434735463741861	0.516370564702141	0.239094487168611	0.634837086620106
"R62H01"	-0.0648781373744912	0.483786152497809	0.436455601053126	0.531409384196699	0.504858009114983	0.85179409143371
"R63A03"	-0.0850208314207034	0.478757586576223	0.448491423018373	0.509180510679268	0.17108627301973	0.547502355058763
"R63C12"	-0.00247371802087813	0.499381570810142	0.471113354843713	0.527653740790323	0.965837257497854	0.989860051766172
"R63F09"	-0.00415801014866321	0.498960498960499	0.476851481057383	0.52107358256569	0.926632164839411	0.989860051766172
"R65A03"	0.0273632707409429	0.506840390879479	0.465812488976831	0.547776367142873	0.744146206955133	0.971173863314326
"R65A07"	0.0241807981972152	0.506044905008636	0.45884085046694	0.553141434128304	0.80219579885726	0.988503036207334
"R65A10"	0.0208574864178047	0.505214182576608	0.484832764725624	0.525578285402407	0.616148007784397	0.888797261212645
"R65E02"	-0.00805064727716681	0.497987349051179	0.470730981478265	0.525255683811183	0.885066299607426	0.989860051766172
"R65F01"	-0.0513420736856262	0.487167300380228	0.452212756799812	0.522247812980915	0.473517117993007	0.847926001987478
"R67C09"	-0.13147350257693	0.467178887589778	0.446492600393393	0.487978639116924	0.00199810299738101	0.0227931749330871
"R67C11"	-0.102343221967973	0.474436503573392	0.436966763426729	0.512196350491478	0.184446311126857	0.556955527716391
"R67H12"	-0.0506931143155178	0.487329434697856	0.458405058657089	0.516338918459331	0.392002594279428	0.773953839987589
"R68B05"	-0.0363676441708747	0.490909090909091	0.465023278828855	0.516843743829741	0.492139985512041	0.85179409143371
"R68C07"	-0.00377596420953465	0.499056010069226	0.458775840288808	0.539348436551202	0.963448712559243	0.989860051766172
"R69C04"	0.00180603263827468	0.500451508036843	0.478835708887171	0.522065619605964	0.96736323240785	0.989860051766172
"R69E02"	-0.0412197730852356	0.489696515548895	0.458631061299338	0.520841756032216	0.516851562488523	0.85179409143371
"R71A11"	-2.58419339384408	0.0701626608542436	0.0616276954219803	0.0797791594499755	0	0
"R72C04"	-0.07591719970523	0.481029810298103	0.446992244920067	0.515244368923113	0.277133930241518	0.699467602091973
"R72D11"	-0.0355235078530374	0.491120056831636	0.466400151176516	0.51588346299861	0.482229123627262	0.850792917389701
"R72F03"	0.0210042727705325	0.505250875145858	0.482812798791475	0.527667819937178	0.646565996936497	0.893172614657585
"R74E03"	-0.100406403820567	0.474919466175794	0.44061163261542	0.509465704506925	0.154674539234223	0.51782345743631
"R74E06"	0.0267330621970688	0.506682867557716	0.467058837776564	0.546223119624678	0.741264173645674	0.971173863314326
"R74E11"	-0.173614859466777	0.456704980842912	0.41277857762832	0.501315227566849	0.0571294097151702	0.298234884614787
"R74F05"	-0.0558437362160925	0.486042692939245	0.461456759367936	0.510696359209616	0.267147231034782	0.684701216342458
"R75H08"	-0.14718844057299	0.463269178639198	0.43697048279015	0.489773807816221	0.00663900411602913	0.0601415666981463
"R76E07"	-0.0248074737042674	0.493798449612403	0.4621831273319	0.525463446465817	0.701271047457713	0.923040524004169
